,text                ,category
2683,I am crying bro  because intha video va pathathum                ,Non-anti-LGBT+ content
2684,Govind svi Cool they will definitely understand you                ,Non-anti-LGBT+ content
2685,Waiting for you bro                ,Non-anti-LGBT+ content
2686,She has a great heart                ,Non-anti-LGBT+ content
2687,She follows the attitude of actor dhanush                ,Non-anti-LGBT+ content
2688,I am trying to start a job boutique  I need some employees  only transgender welcome because  my mom wish is to give a opportunity to them my mom is a kind hearted women                 ,Non-anti-LGBT+ content
2689,This was the best thing treat to my eyesa real enlighting cliping awesome work team                ,Non-anti-LGBT+ content
2690,Waiting for part 2                ,Non-anti-LGBT+ content
2691,She is humble                ,Non-anti-LGBT+ content
2692,Hi bro nice want to c u                ,Non-anti-LGBT+ content
2693,Visuvanathan swamynathan  s whatever u said its correct I too came from a small family studied by my own went to part time job and handled many problems in society but over come everything went to abroad worked there for a year now working in coimbatore now got an opportunity to work in abroad everything happens because I dont depend others still I am independent                ,Non-anti-LGBT+ content
2694,Bro really heart melting video                ,Non-anti-LGBT+ content
2695,Really heart broken hats off to u sis                ,Non-anti-LGBT+ content
2696,I have seen already in other interview about her love story and lives of transgender                ,Non-anti-LGBT+ content
2697,Even Im a gay what I had faced in my life As same as you None  for me  more than my parents                ,Non-anti-LGBT+ content
2698, Horror series video check this And subscribe              ,Non-anti-LGBT+ content
2699,ramz mesh  same character bro                ,Non-anti-LGBT+ content
2700,Good awareness movie                ,Non-anti-LGBT+ content
2701,bro let me know one thing seriously i dont know tats y i am asking my question is Does 377 section increase child sex and tell how section 377 increase child sex and why this comparison  its ur wish to answer r not              ,Non-anti-LGBT+ content
2702,Its against our precious culture                ,Non-anti-LGBT+ content
2703,Just see her as she is She can identify herself as she wishes But how will laws and reforms and rules be defined if you close your eyes to the reality Maybe on a social level we can call her a woman But is that what she wants How do we know anything                ,Non-anti-LGBT+ content
2704,She is more beautiful than the soundarya rajinikanth                ,Non-anti-LGBT+ content
2705,Sneha Solomon why                ,Non-anti-LGBT+ content
2706,Hi brohow to contact you                ,Non-anti-LGBT+ content
2707,Bro pls tell what mens proustution please explain                ,Non-anti-LGBT+ content
2708,I think youre confusing sexual harrassment with equal rights More than 1200 people have been arrested under section 377 out of which 208 were minors When people especially youngsters come out to their parents they send them to conversion camps or some samiyar bullshit Section 377 may have been decriminalized but I personally think that India has a long way to go before it becomes safe and common to be a part of the LGBTQ community                ,Non-anti-LGBT+ content
2709,Bold and Beautiful                 ,Non-anti-LGBT+ content
2710,Hi  Pls Pls Pls calme villages boys only                ,Non-anti-LGBT+ content
2711,Seema seema brother super                ,Non-anti-LGBT+ content
2712,stepping out of ur comfort zone tis is the real success brofrank talk make more bold videos bro                ,Non-anti-LGBT+ content
2713,Vignesh Prabakaran  good reply bro live your life to the fullest ignore these type of people                ,Non-anti-LGBT+ content
2714,Not 20 years bro                ,Non-anti-LGBT+ content
2715,Being a Gay Lesbian or Transgender is not a choice but being a homophobic or bigot is the fundamental responsibility of any human being is to accept each others identity You are not doing any favor by accepting her or him You are just fulfilling your responsibility By accepting others the way they are you are also helping in creating a better society that values diversity and accepts the uniqueness of people as they are                ,Non-anti-LGBT+ content
2716,H r y Vinoth                ,Non-anti-LGBT+ content
2717,Thanks to Santhosh For the Wonderful Film No Word to say You have more success Congrats Bro            ,Non-anti-LGBT+ content
2718,Who all waiting for part2                ,Non-anti-LGBT+ content
2719,They harass everyone in bus and  do this  for living                ,Homophobia
2720,Thala superwell to much bro                ,Non-anti-LGBT+ content
2721,Waiting for part2                 ,Non-anti-LGBT+ content
2722,I support only transgender they worthy to marrie                ,Non-anti-LGBT+ content
2723,For fun is okay not for life                ,Non-anti-LGBT+ content
2724,I will support lgbt I will support man to man mirrage equality                ,Non-anti-LGBT+ content
2725,R u In love with ur same sex                ,Non-anti-LGBT+ content
2726,Cant she pronounce ழ differently                ,Non-anti-LGBT+ content
2727,i really like his confident go and shine bright man                ,Non-anti-LGBT+ content
2728,weird தமிழன்  how you know                ,Non-anti-LGBT+ content
2729,So cute she is                ,Non-anti-LGBT+ content
2730,Joseph Benhur  sorry for the late reply just a few min before only  I saw your reply Iam waiting for your reply                ,Non-anti-LGBT+ content
2731,516 Hats off Man                ,Non-anti-LGBT+ content
2732,Respect the human whoever its thats a humanitarian                 ,Non-anti-LGBT+ content
2733,sowmya narayan  pls try to understand nature rather than stupid culture Im asking you a question if you re a girlare you ready to marry a gayboy or if you re a boy  are you ready to marry a lesbian women Pls understand  them  Let them live who they are put your nonsense criticism into dustbins                ,Non-anti-LGBT+ content
2734,If you dont have a particular problem when someone else has the problem it does not mean its unnatural and weirdstep in their shoes Heterosexuals have no rights to bully or dominate homosexuals Be a human be considerate First try to get to learn before putting forward your opinionsThey do have feelings                ,Non-anti-LGBT+ content
2735,DhanusH Art  47 chance of getting AIDS                ,Non-anti-LGBT+ content
2736,Ajmath Nisha Anarbasha You think that will solve the issue Thats just lazy idea And it wont work Acknowledge the issue and evolve as a community Cant close our eyes and hope that the issue will resolve itself            ,Non-anti-LGBT+ content
